TrialNumber,EncodedImage,Directory,Filename,Condition,MemoryProbe,ExpressionIntensity,TestImage,ActorGender,ActorRace,ActorID,FacialExpression1,FacialExpression2,Block
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed03.jpg,Perception,Target,3,No,Female,Caucasian,14,neutral,happy_closed,1
20,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed05.jpg,Perception,Target,5,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed07.jpg,Perception,Target,7,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed09.jpg,Perception,Target,9,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed11.jpg,Perception,Target,11,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed13.jpg,Perception,Target,13,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed15.jpg,Perception,Target,15,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed17.jpg,Perception,Target,17,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed19.jpg,Perception,Target,19,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed21.jpg,Perception,Target,21,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed23.jpg,Perception,Target,23,Yes,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed25.jpg,Perception,Target,25,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed27.jpg,Perception,Target,27,No,Female,Caucasian,14,neutral,happy_closed,1
20,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_014_C/F_014_C_neutral_happy_closed,F_014_C_neutral_happy_closed29.jpg,Perception,Target,29,No,Female,Caucasian,14,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed01.jpg,Memory,Target,1,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed03.jpg,Memory,Target,3,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed05.jpg,Memory,Target,5,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed07.jpg,Memory,Target,7,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed09.jpg,Memory,Target,9,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed11.jpg,Memory,Target,11,Yes,Female,Caucasian,6,neutral,happy_closed,1
21,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed13.jpg,Memory,Target,13,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed15.jpg,Memory,Target,15,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed17.jpg,Memory,Target,17,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed19.jpg,Memory,Target,19,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed21.jpg,Memory,Target,21,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed23.jpg,Memory,Target,23,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed25.jpg,Memory,Target,25,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed27.jpg,Memory,Target,27,No,Female,Caucasian,6,neutral,happy_closed,1
21,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_006_C/F_006_C_neutral_happy_closed,F_006_C_neutral_happy_closed29.jpg,Memory,Target,29,No,Female,Caucasian,6,neutral,happy_closed,1
22,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed01.jpg,Perception,Target,1,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed03.jpg,Perception,Target,3,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed05.jpg,Perception,Target,5,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed07.jpg,Perception,Target,7,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed09.jpg,Perception,Target,9,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed11.jpg,Perception,Target,11,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed13.jpg,Perception,Target,13,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed15.jpg,Perception,Target,15,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed17.jpg,Perception,Target,17,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed19.jpg,Perception,Target,19,Yes,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed21.jpg,Perception,Target,21,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed23.jpg,Perception,Target,23,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed25.jpg,Perception,Target,25,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed27.jpg,Perception,Target,27,No,Male,Caucasian,10,neutral,happy_closed,1
22,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_010_C/M_010_C_neutral_happy_closed,M_010_C_neutral_happy_closed29.jpg,Perception,Target,29,No,Male,Caucasian,10,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed01.jpg,Perception,Target,1,No,Male,Caucasian,7,neutral,happy_closed,1
23,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed03.jpg,Perception,Target,3,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed05.jpg,Perception,Target,5,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed07.jpg,Perception,Target,7,Yes,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed09.jpg,Perception,Target,9,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed11.jpg,Perception,Target,11,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed13.jpg,Perception,Target,13,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed15.jpg,Perception,Target,15,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed17.jpg,Perception,Target,17,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed19.jpg,Perception,Target,19,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed21.jpg,Perception,Target,21,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed23.jpg,Perception,Target,23,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed25.jpg,Perception,Target,25,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed27.jpg,Perception,Target,27,No,Male,Caucasian,7,neutral,happy_closed,1
23,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_007_C/M_007_C_neutral_happy_closed,M_007_C_neutral_happy_closed29.jpg,Perception,Target,29,No,Male,Caucasian,7,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed01.jpg,Perception,Target,1,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed03.jpg,Perception,Target,3,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed05.jpg,Perception,Target,5,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed07.jpg,Perception,Target,7,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed09.jpg,Perception,Target,9,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed11.jpg,Perception,Target,11,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed13.jpg,Perception,Target,13,No,Male,Other,14,neutral,happy_closed,1
24,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed15.jpg,Perception,Target,15,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed17.jpg,Perception,Target,17,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed19.jpg,Perception,Target,19,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed21.jpg,Perception,Target,21,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed23.jpg,Perception,Target,23,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed25.jpg,Perception,Target,25,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed27.jpg,Perception,Target,27,No,Male,Other,14,neutral,happy_closed,1
24,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_O_morphs/M_014_O/M_014_O_neutral_happy_closed,M_014_O_neutral_happy_closed29.jpg,Perception,Target,29,Yes,Male,Other,14,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed01.jpg,Memory,Lure,1,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed03.jpg,Memory,Lure,3,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed05.jpg,Memory,Lure,5,No,Female,Caucasian,21,neutral,happy_closed,1
25,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed07.jpg,Memory,Lure,7,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed09.jpg,Memory,Lure,9,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed11.jpg,Memory,Lure,11,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed13.jpg,Memory,Lure,13,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed15.jpg,Memory,Lure,15,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed17.jpg,Memory,Lure,17,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed19.jpg,Memory,Lure,19,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed21.jpg,Memory,Lure,21,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed23.jpg,Memory,Lure,23,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed25.jpg,Memory,Lure,25,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed27.jpg,Memory,Lure,27,No,Female,Caucasian,21,neutral,happy_closed,1
25,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/F_C_morphs/F_021_C/F_021_C_neutral_happy_closed,F_021_C_neutral_happy_closed29.jpg,Memory,Lure,29,Yes,Female,Caucasian,21,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed01.jpg,Perception,Target,1,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed03.jpg,Perception,Target,3,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed05.jpg,Perception,Target,5,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed07.jpg,Perception,Target,7,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed09.jpg,Perception,Target,9,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed11.jpg,Perception,Target,11,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed13.jpg,Perception,Target,13,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed15.jpg,Perception,Target,15,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed17.jpg,Perception,Target,17,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed19.jpg,Perception,Target,19,Yes,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed21.jpg,Perception,Target,21,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed23.jpg,Perception,Target,23,No,Male,Caucasian,27,neutral,happy_closed,1
26,Yes,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed25.jpg,Perception,Target,25,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed27.jpg,Perception,Target,27,No,Male,Caucasian,27,neutral,happy_closed,1
26,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_027_C/M_027_C_neutral_happy_closed,M_027_C_neutral_happy_closed29.jpg,Perception,Target,29,No,Male,Caucasian,27,neutral,happy_closed,1
27,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_004_C/M_004_C_neutral_happy_closed,M_004_C_neutral_happy_closed01.jpg,Memory,Target,1,No,Male,Caucasian,4,neutral,happy_closed,1
27,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_004_C/M_004_C_neutral_happy_closed,M_004_C_neutral_happy_closed03.jpg,Memory,Target,3,No,Male,Caucasian,4,neutral,happy_closed,1
27,No,/Volumes/GoogleDrive/My Drive/MemoLab/Experiments/FACEOFF/morfs/M_C_morphs/M_004_C/M_004_C_neutral_happy_closed,M_004_C_neutral_happy_closed05.jpg,Memory,Target,5,No,Male,Caucasian,4,neutral,happy_closed,1
